/media/sunyu/OS1/suanli/collectionunzip/SET3_16
obj                 |bestobj             |time                |
2921776.305         |2921776.305         |0.039               |INIT
181991.742          |181991.742          |50.052              |KS2
174011.168          |174011.168          |100.065             |KS2
168501.760          |168501.760          |150.082             |lns
165952.742          |165952.742          |250.104             |lns
162391.289          |162391.289          |300.115             |lns
145891.073          |145891.073          |350.125             |lns
144401.354          |144401.354          |450.728             |lns2
139705.226          |139705.226          |716.094             |lns2
139705.226          |139705.226          |769.821             |random
137788.891          |137788.891          |772.682             |lns
135245.797          |135245.797          |793.395             |lns
135245.797          |135245.797          |897.143             |random
total time : 1000.1183140277863
