/media/sunyu/OS1/suanli/collectionunzip/SET3_17
obj                 |bestobj             |time                |
3030285.219         |3030285.219         |0.040               |INIT
244534.954          |244534.954          |50.053              |KS2
235696.909          |235696.909          |100.066             |KS2
207564.588          |207564.588          |150.084             |lns
206711.917          |206711.917          |251.610             |lns2
202983.283          |202983.283          |302.055             |lns
197436.080          |197436.080          |352.065             |lns
190856.236          |190856.236          |403.673             |lns
189323.279          |189323.279          |453.683             |lns
187694.970          |187694.970          |503.694             |lns
187604.099          |187604.099          |555.288             |lns2
187604.099          |187604.099          |656.653             |random
186261.191          |186261.191          |706.663             |lns
185712.214          |185712.214          |757.054             |lns
185712.214          |185712.214          |807.578             |random
total time : 1000.1198425292969
