/media/sunyu/OS1/suanli/collectionunzip/item_placement_9992
obj                 |bestobj             |time                |
9.137               |9.137               |50.017              |INIT
8.189               |8.189               |100.064             |KS2
7.808               |7.808               |150.125             |KS2
7.746               |7.746               |200.185             |lns
7.714               |7.714               |250.229             |lns
7.713               |7.713               |350.275             |lns
7.694               |7.694               |500.451             |lns2
7.687               |7.687               |600.634             |lns
7.686               |7.686               |701.259             |random
7.683               |7.683               |801.389             |lns
total time : 1000.114239692688
