/media/sunyu/OS1/suanli/collectionunzip/SET4_05
obj                 |bestobj             |time                |
3156671.124         |3156671.124         |0.039               |INIT
78552.513           |78552.513           |50.052              |KS2
75011.615           |75011.615           |100.064             |KS2
71419.291           |71419.291           |150.082             |lns
71268.169           |71268.169           |153.390             |lns
71268.169           |71268.169           |195.715             |random
70269.437           |70269.437           |245.726             |lns
70269.437           |70269.437           |298.017             |random
69495.152           |69495.152           |353.963             |lns2
67948.232           |67948.232           |404.974             |lns2
67107.650           |67107.650           |416.998             |lns
66565.542           |66565.542           |471.064             |lns2
66565.542           |66565.542           |932.491             |lns2
total time : 1000.1172468662262
