/media/sunyu/OS1/suanli/collectionunzip/item_placement_9981
obj                 |bestobj             |time                |
9.009               |9.009               |50.016              |INIT
6.758               |6.758               |100.064             |KS2
6.756               |6.756               |150.110             |KS2
6.355               |6.355               |350.500             |lns2
6.148               |6.148               |784.788             |lns
5.320               |5.320               |835.420             |lns
5.243               |5.243               |885.473             |lns
5.240               |5.240               |935.492             |lns
5.197               |5.197               |985.536             |lns
total time : 1000.257152557373
