/media/sunyu/OS1/suanli/collectionunzip/anonymous_31
obj                 |bestobj             |time                |
256175.401          |256175.401          |50.825              |INIT
243412.072          |243412.072          |100.888             |KS2
242717.789          |242717.789          |150.946             |KS2
242717.789          |242717.789          |151.107             |KS2
218174.766          |218174.766          |201.192             |lns
218124.566          |218124.566          |251.556             |lns
214571.187          |214571.187          |301.602             |lns
214571.186          |214571.186          |352.360             |random
214571.185          |214571.185          |402.411             |lns
213241.424          |213241.424          |421.436             |lns
212966.688          |212966.688          |473.432             |lns2
212103.215          |212103.215          |523.550             |lns
212103.215          |212103.215          |574.271             |random
211428.350          |211428.350          |624.327             |lns
211420.604          |211420.604          |725.819             |lns2
210544.651          |210544.651          |995.328             |random
209249.369          |209249.369          |1000.033            |lns
total time : 1000.0329983234406
