/media/sunyu/OS1/suanli/collectionunzip/SET4_07
obj                 |bestobj             |time                |
3083586.411         |3083586.411         |0.068               |init
2504687.729         |2504687.729         |0.145               |KS2
2256999.222         |2256999.222         |0.302               |KS2
466153.631          |466153.631          |4.937               |KS2
229959.560          |229959.560          |54.959              |KS2
167589.849          |167589.849          |104.973             |KS2
128090.055          |128090.055          |115.741             |lns
117408.246          |117408.246          |119.613             |lns
84991.550           |84991.550           |207.216             |lns
82208.527           |82208.527           |253.159             |lns
78680.968           |78680.968           |277.829             |random
75877.378           |75877.378           |361.139             |lns
69873.971           |69873.971           |390.732             |lns
69873.961           |69873.961           |519.396             |random
total time : 999.8615810871124
