/media/sunyu/OS1/suanli/collectionunzip/item_placement_9976
obj                 |bestobj             |time                |
912.000             |912.000             |0.023               |init
144.206             |144.206             |4.958               |KS2
24.456              |24.456              |14.859              |KS2
24.220              |24.220              |24.276              |lns
20.731              |20.731              |28.352              |lns
20.731              |20.731              |31.964              |random
19.340              |19.340              |37.082              |random
19.239              |19.239              |47.793              |lns
18.895              |18.895              |54.601              |lns2
18.889              |18.889              |60.481              |lns
15.776              |15.776              |66.297              |lns
15.636              |15.636              |72.843              |lns
15.579              |15.579              |85.749              |lns2
15.235              |15.235              |132.738             |lns2
15.105              |15.105              |235.965             |random
15.105              |15.105              |267.517             |random
15.105              |15.105              |289.235             |random
15.105              |15.105              |309.755             |random
15.016              |15.016              |315.636             |lns
15.016              |15.016              |343.259             |random
14.855              |14.855              |379.083             |lns2
14.558              |14.558              |419.959             |random
14.021              |14.021              |448.435             |random
14.021              |14.021              |461.464             |random
13.800              |13.800              |480.298             |lns2
13.289              |13.289              |598.606             |random
13.261              |13.261              |663.454             |random
13.261              |13.261              |677.841             |random
13.231              |13.231              |754.766             |random
13.231              |13.231              |770.454             |random
13.231              |13.231              |820.673             |random
13.231              |13.231              |841.466             |random
13.192              |13.192              |866.120             |lns2
total time : 1000.2036345005035
