/media/sunyu/OS1/suanli/collectionunzip/SET4_15
obj                 |bestobj             |time                |
3042304.426         |3042304.426         |0.065               |init
2507880.084         |2507880.084         |0.213               |KS2
1304836.812         |1304836.812         |0.597               |KS2
982238.522          |982238.522          |4.209               |KS2
789586.901          |789586.901          |6.122               |KS2
567019.012          |567019.012          |9.078               |KS2
512215.882          |512215.882          |13.344              |lns
311898.939          |311898.939          |15.994              |lns
297434.418          |297434.418          |28.255              |lns
158392.688          |158392.688          |71.635              |lns
147280.857          |147280.857          |102.676             |lns
145859.321          |145859.321          |135.953             |lns
145835.010          |145835.010          |139.584             |lns
69077.141           |69077.141           |165.663             |lns
40186.359           |40186.359           |176.479             |lns
37349.525           |37349.525           |276.502             |lns
34788.998           |34788.998           |284.693             |lns
34495.483           |34495.483           |316.662             |lns
34413.881           |34413.881           |321.814             |lns
25483.072           |25483.072           |414.864             |lns
25007.425           |25007.425           |477.954             |lns
24905.030           |24905.030           |560.876             |lns
24694.029           |24694.029           |649.758             |lns
24694.029           |24694.029           |776.986             |random
24580.640           |24580.640           |917.286             |random
24568.604           |24568.604           |988.732             |lns
24567.668           |24567.668           |995.441             |lns
total time : 1000.0159475803375
