/media/sunyu/OS1/suanli/collectionunzip/SET4_27
obj                 |bestobj             |time                |
3667525.260         |3667525.260         |0.067               |init
2613503.388         |2613503.388         |0.592               |KS2
2045402.352         |2045402.352         |6.569               |KS2
1858048.921         |1858048.921         |11.054              |KS2
1206071.602         |1206071.602         |13.365              |KS2
990716.692          |990716.692          |26.822              |KS2
770492.515          |770492.515          |34.726              |lns
756515.205          |756515.205          |41.008              |lns
748598.094          |748598.094          |56.355              |lns
748299.951          |748299.951          |99.631              |lns
748142.442          |748142.442          |135.517             |lns
242559.702          |242559.702          |228.621             |lns
183023.313          |183023.313          |310.515             |lns
157046.917          |157046.917          |410.537             |lns
154304.930          |154304.930          |530.773             |lns
154160.162          |154160.162          |546.112             |random
150017.718          |150017.718          |633.870             |lns
142893.356          |142893.356          |730.409             |lns
142863.844          |142863.844          |807.690             |lns
142772.761          |142772.761          |830.440             |random
142757.540          |142757.540          |964.323             |random
142757.540          |142757.540          |998.337             |random
total time : 1000.0866601467133
