/media/sunyu/OS1/suanli/collectionunzip/item_placement_9918
obj                 |bestobj             |time                |
884.275             |884.275             |0.072               |KS1
166.491             |166.491             |3.700               |KS2
54.540              |54.540              |9.179               |KS2
36.311              |36.311              |19.382              |KS2
22.335              |22.335              |30.108              |KS2
21.751              |21.751              |40.312              |lns2
16.664              |16.664              |46.988              |lns
16.557              |16.557              |55.068              |random
16.144              |16.144              |64.899              |lns
15.427              |15.427              |77.691              |lns2
13.541              |13.541              |106.018             |lns2
12.662              |12.662              |345.084             |lns2
12.199              |12.199              |631.084             |lns2
total time : 1000.0078921318054
