/media/sunyu/OS1/suanli/collectionunzip/SET3_01
obj                 |bestobj             |time                |
3028701.218         |3028701.218         |0.067               |init
2745666.379         |2745666.379         |0.167               |KS2
1959328.297         |1959328.297         |0.637               |KS2
1837041.244         |1837041.244         |1.334               |KS2
1807430.768         |1807430.768         |3.838               |KS2
1804236.257         |1804236.257         |5.174               |KS2
1708904.755         |1708904.755         |12.050              |lns
1001367.156         |1001367.156         |24.507              |lns
952105.318          |952105.318          |50.999              |lns
496532.830          |496532.830          |120.845             |lns
487377.991          |487377.991          |186.365             |lns
486624.351          |486624.351          |250.905             |lns
433850.714          |433850.714          |308.428             |random
395478.092          |395478.092          |343.658             |lns
365908.413          |365908.413          |416.021             |lns
286339.369          |286339.369          |502.132             |lns
257341.214          |257341.214          |565.619             |lns
242881.729          |242881.729          |630.585             |lns
239222.946          |239222.946          |730.597             |lns
231670.618          |231670.618          |894.619             |lns
230399.406          |230399.406          |929.663             |random
total time : 999.9738812446594
