/media/sunyu/OS1/suanli/collectionunzip/neos-1420790
obj                 |bestobj             |time                |
3677.832            |3677.832            |1.901               |KS1
3210.817            |3210.817            |51.926              |KS2
3189.095            |3189.095            |101.947             |KS2
3187.147            |3187.147            |151.973             |KS2
3177.351            |3177.351            |202.003             |KS2
3173.987            |3173.987            |263.846             |crossover
3171.161            |3171.161            |309.171             |lns
3170.183            |3170.183            |351.821             |lns
3165.077            |3165.077            |444.408             |lns
3164.310            |3164.310            |544.455             |lns
3152.411            |3152.411            |674.577             |lns
3146.370            |3146.370            |755.423             |lns
3144.533            |3144.533            |816.817             |lns
3141.453            |3141.453            |950.354             |lns
total time : 999.5142447948456
