/media/sunyu/OS1/suanli/collectionunzip/item_placement_9961
obj                 |bestobj             |time                |
909.044             |909.044             |0.037               |init
115.651             |115.651             |5.723               |KS2
26.111              |26.111              |12.408              |KS2
23.931              |23.931              |21.125              |KS2
23.402              |23.402              |31.571              |KS2
23.402              |23.402              |33.876              |crossover
20.575              |20.575              |37.514              |lns
19.425              |19.425              |44.992              |lns
17.027              |17.027              |51.600              |lns
15.412              |15.412              |56.943              |lns
15.149              |15.149              |67.810              |lns
14.332              |14.332              |81.796              |lns2
13.425              |13.425              |128.663             |lns
13.425              |13.425              |159.964             |random
13.411              |13.411              |167.243             |lns
13.387              |13.387              |174.892             |lns2
13.202              |13.202              |284.597             |lns2
12.857              |12.857              |363.940             |random
11.566              |11.566              |373.798             |lns
11.566              |11.566              |384.041             |random
11.566              |11.566              |408.444             |random
11.396              |11.396              |486.038             |lns2
11.380              |11.380              |491.342             |lns
11.278              |11.278              |496.002             |lns
11.278              |11.278              |510.467             |random
11.176              |11.176              |531.719             |lns2
total time : 999.9626116752625
