/media/sunyu/OS1/suanli/collectionunzip/SET3_02
obj                 |bestobj             |time                |
3159321.297         |3159321.297         |0.056               |init
2574082.594         |2574082.594         |0.190               |KS2
2017217.122         |2017217.122         |1.854               |KS2
1699464.460         |1699464.460         |4.481               |KS2
1357408.198         |1357408.198         |13.624              |KS2
1349848.108         |1349848.108         |15.324              |KS2
704176.136          |704176.136          |70.267              |lns
382998.868          |382998.868          |96.219              |lns
325143.393          |325143.393          |178.318             |lns
284528.510          |284528.510          |260.134             |lns
282421.361          |282421.361          |302.071             |lns
274760.498          |274760.498          |329.221             |random
265765.720          |265765.720          |401.171             |lns
263575.500          |263575.500          |444.967             |random
261446.188          |261446.188          |468.338             |lns
255979.697          |255979.697          |524.451             |lns
252276.155          |252276.155          |601.200             |lns
242260.776          |242260.776          |707.878             |lns
242260.776          |242260.776          |833.986             |random
241965.753          |241965.753          |993.652             |random
total time : 1000.0079531669617
