/media/sunyu/OS1/suanli/collectionunzip/neos-1420546
obj                 |bestobj             |time                |
26759.686           |26759.686           |1.130               |KS1
24091.970           |24091.970           |51.240              |KS2
23714.444           |23714.444           |101.347             |KS2
23334.313           |23334.313           |151.445             |KS2
23294.401           |23294.401           |201.544             |KS2
23276.121           |23276.121           |301.769             |crossover
23237.825           |23237.825           |345.747             |lns
23218.464           |23218.464           |360.787             |lns
23191.824           |23191.824           |464.252             |lns
23183.161           |23183.161           |535.585             |lns
23178.763           |23178.763           |598.843             |lns
23170.203           |23170.203           |658.861             |lns
23100.610           |23100.610           |753.924             |lns
23087.484           |23087.484           |934.276             |random
23085.799           |23085.799           |977.479             |lns
total time : 977.4796183109283
