/media/sunyu/OS1/suanli/collectionunzip/anonymous_26
obj                 |bestobj             |time                |
615746.573          |615746.573          |13.811              |KS1
512897.754          |512897.754          |15.597              |KS2
314039.978          |314039.978          |40.366              |KS2
166267.116          |166267.116          |90.416              |KS2
165794.128          |165794.128          |90.879              |crossover
165788.772          |165788.772          |103.957             |lns
165788.752          |165788.752          |121.068             |lns
165767.482          |165767.482          |144.750             |lns
161563.915          |161563.915          |169.134             |lns
150501.086          |150501.086          |266.651             |lns
150065.499          |150065.499          |366.698             |lns
150065.499          |150065.499          |441.315             |random
149793.864          |149793.864          |510.181             |lns
143584.837          |143584.837          |568.559             |lns
143584.837          |143584.837          |600.321             |random
143382.930          |143382.930          |647.986             |lns
142897.429          |142897.429          |721.673             |lns2
142746.011          |142746.011          |764.862             |lns
142746.011          |142746.011          |820.887             |random
142691.980          |142691.980          |870.004             |lns2
140333.102          |140333.102          |962.005             |lns
140333.102          |140333.102          |992.749             |random
total time : 992.749543428421
