/media/sunyu/OS1/suanli/collectionunzip/anonymous_17
obj                 |bestobj             |time                |
641279.541          |641279.541          |0.207               |KS1
640427.877          |640427.877          |0.319               |KS2
481590.401          |481590.401          |1.377               |KS2
320076.530          |320076.530          |1.641               |KS2
212129.339          |212129.339          |2.856               |KS2
212129.339          |212129.339          |3.048               |crossover
170492.765          |170492.765          |3.730               |lns
170162.421          |170162.421          |4.490               |lns
142298.356          |142298.356          |5.917               |lns
114526.400          |114526.400          |19.706              |lns
113778.284          |113778.284          |34.078              |lns
113549.554          |113549.554          |48.744              |lns
113452.105          |113452.105          |54.869              |lns2
35198.804           |35198.804           |80.654              |lns
33808.970           |33808.970           |84.438              |lns
33808.960           |33808.960           |90.485              |lns2
33808.960           |33808.960           |95.037              |random
33808.960           |33808.960           |99.982              |random
33808.960           |33808.960           |102.458             |random
33808.960           |33808.960           |105.497             |random
33808.960           |33808.960           |111.700             |random
33808.950           |33808.950           |114.381             |lns
33808.950           |33808.950           |127.813             |random
33808.950           |33808.950           |219.261             |random
33808.950           |33808.950           |306.588             |random
33808.950           |33808.950           |389.618             |random
33808.946           |33808.946           |425.409             |random
total time : 999.8721349239349
