/media/sunyu/OS1/suanli/collectionunzip/SET3_25
obj                 |bestobj             |time                |
2994828.963         |2994828.963         |0.060               |init
2658738.219         |2658738.219         |0.273               |KS2
1963344.333         |1963344.333         |3.259               |KS2
1855347.944         |1855347.944         |4.023               |KS2
1845725.892         |1845725.892         |5.011               |KS2
1754722.190         |1754722.190         |9.435               |lns
1702418.145         |1702418.145         |11.741              |lns
1607469.518         |1607469.518         |39.886              |lns
1594708.653         |1594708.653         |46.133              |lns
1578255.043         |1578255.043         |89.109              |lns
1175408.269         |1175408.269         |103.472             |lns
879527.421          |879527.421          |151.274             |lns
819690.851          |819690.851          |176.929             |lns
528006.254          |528006.254          |224.645             |lns
423457.847          |423457.847          |306.970             |lns
411654.567          |411654.567          |406.988             |lns
382179.815          |382179.815          |522.840             |lns
376974.742          |376974.742          |633.736             |lns
376974.742          |376974.742          |655.975             |random
376854.987          |376854.987          |681.098             |random
376195.162          |376195.162          |722.035             |random
376068.375          |376068.375          |746.294             |random
375865.948          |375865.948          |766.566             |random
374624.063          |374624.063          |796.131             |random
360934.520          |360934.520          |891.411             |lns
360853.510          |360853.510          |912.935             |random
343145.569          |343145.569          |999.810             |lns
total time : 999.8103401660919
