/media/sunyu/OS1/suanli/collectionunzip/item_placement_9947
obj                 |bestobj             |time                |
906.156             |906.156             |0.027               |init
107.293             |107.293             |3.391               |KS2
19.025              |19.025              |13.266              |KS2
18.489              |18.489              |23.877              |random
17.021              |17.021              |28.046              |lns
16.896              |16.896              |38.960              |lns
16.255              |16.255              |50.586              |lns
16.077              |16.077              |57.606              |lns
16.050              |16.050              |74.532              |lns2
13.960              |13.960              |74.846              |random
13.606              |13.606              |81.411              |lns
13.049              |13.049              |99.271              |random
11.953              |11.953              |104.018             |lns
11.804              |11.804              |193.793             |lns2
11.682              |11.682              |510.962             |random
11.444              |11.444              |552.101             |random
10.954              |10.954              |581.646             |lns2
total time : 1000.0696179866791
