/media/sunyu/OS1/suanli/collectionunzip/anonymous_61
obj                 |bestobj             |time                |
1344260.924         |1344260.924         |5.253               |KS1
1017822.369         |1017822.369         |41.534              |KS2
892014.711          |892014.711          |91.645              |KS2
645154.407          |645154.407          |141.743             |KS2
510448.752          |510448.752          |191.849             |KS2
388661.019          |388661.019          |241.942             |KS2
388571.207          |388571.207          |243.648             |crossover
368842.244          |368842.244          |292.455             |lns
367768.436          |367768.436          |315.657             |lns
367709.931          |367709.931          |392.428             |lns
342828.288          |342828.288          |479.109             |lns
303208.544          |303208.544          |571.435             |lns
271375.124          |271375.124          |671.563             |lns
267468.396          |267468.396          |771.700             |lns
258778.837          |258778.837          |871.837             |lns
190073.781          |190073.781          |971.969             |lns
190041.410          |190041.410          |987.675             |random
total time : 987.6756329536438
