/media/sunyu/OS1/suanli/collectionunzip/item_placement_9966
obj                 |bestobj             |time                |
911.834             |911.834             |0.026               |init
326.818             |326.818             |2.881               |KS2
22.469              |22.469              |9.841               |KS2
16.910              |16.910              |17.718              |lns
16.039              |16.039              |20.995              |lns
14.977              |14.977              |25.918              |lns
14.778              |14.778              |35.273              |lns
14.592              |14.592              |42.436              |lns
12.919              |12.919              |53.404              |lns2
12.616              |12.616              |93.492              |lns2
12.088              |12.088              |115.670             |random
11.961              |11.961              |123.374             |lns
11.561              |11.561              |143.284             |lns2
11.207              |11.207              |184.290             |random
11.198              |11.198              |223.468             |random
10.350              |10.350              |234.913             |lns
9.902               |9.902               |248.374             |lns2
9.886               |9.886               |296.389             |lns2
9.200               |9.200               |342.673             |lns2
8.719               |8.719               |709.641             |random
8.339               |8.339               |715.328             |lns
8.339               |8.339               |743.670             |random
8.339               |8.339               |761.494             |random
8.339               |8.339               |777.576             |random
8.330               |8.330               |786.063             |lns
8.050               |8.050               |793.870             |lns
8.022               |8.022               |800.846             |lns2
total time : 999.9491930007935
