/media/sunyu/OS1/suanli/collectionunzip/item_placement_9916
obj                 |bestobj             |time                |
906.449             |906.449             |0.070               |KS1
70.849              |70.849              |3.928               |KS2
35.197              |35.197              |12.461              |KS2
32.120              |32.120              |21.274              |lns
31.179              |31.179              |27.426              |lns
29.436              |29.436              |33.019              |lns
29.191              |29.191              |38.249              |lns
28.887              |28.887              |46.126              |lns
28.150              |28.150              |55.683              |random
27.744              |27.744              |64.644              |random
27.043              |27.043              |87.190              |random
26.920              |26.920              |93.056              |lns
26.294              |26.294              |106.842             |lns2
25.103              |25.103              |210.223             |random
24.656              |24.656              |215.988             |lns
24.335              |24.335              |232.772             |random
24.329              |24.329              |240.264             |lns2
total time : 999.9650151729584
