/media/sunyu/OS1/suanli/collectionunzip/item_placement_9972
obj                 |bestobj             |time                |
912.000             |912.000             |0.026               |init
157.525             |157.525             |2.998               |KS2
25.375              |25.375              |12.654              |KS2
21.448              |21.448              |22.840              |KS2
18.000              |18.000              |30.184              |lns
15.472              |15.472              |37.340              |lns
14.312              |14.312              |44.637              |lns
13.796              |13.796              |52.406              |lns
13.480              |13.480              |60.598              |lns
13.436              |13.436              |99.567              |lns2
13.313              |13.313              |225.858             |lns2
12.672              |12.672              |227.186             |random
12.133              |12.133              |237.493             |lns2
total time : 1000.2467625141144
