/media/sunyu/OS1/suanli/collectionunzip/SET4_02
obj                 |bestobj             |time                |
3159321.297         |3159321.297         |0.062               |init
3071092.904         |3071092.904         |0.180               |KS2
2220559.890         |2220559.890         |0.854               |KS2
1473210.673         |1473210.673         |1.406               |KS2
941839.323          |941839.323          |2.055               |KS2
431275.002          |431275.002          |3.529               |KS2
390691.104          |390691.104          |11.940              |lns
318793.484          |318793.484          |17.269              |lns
233659.487          |233659.487          |48.241              |lns
205464.976          |205464.976          |144.659             |lns
203216.102          |203216.102          |151.848             |lns
200013.781          |200013.781          |231.313             |lns
103876.664          |103876.664          |292.048             |lns
99091.017           |99091.017           |392.067             |lns
95869.182           |95869.182           |415.697             |lns
94680.061           |94680.061           |449.515             |random
89476.968           |89476.968           |525.594             |lns
87371.301           |87371.301           |539.076             |lns
86938.707           |86938.707           |605.883             |random
80848.039           |80848.039           |705.904             |lns
79000.395           |79000.395           |762.176             |lns
78985.693           |78985.693           |772.659             |random
78985.673           |78985.673           |828.785             |random
78919.290           |78919.290           |909.525             |lns
77597.871           |77597.871           |915.494             |lns
77109.048           |77109.048           |922.560             |lns
total time : 1000.0770571231842
