/media/sunyu/OS1/suanli/collectionunzip/SET4_19
obj                 |bestobj             |time                |
2769623.025         |2769623.025         |0.071               |init
2629343.404         |2629343.404         |0.172               |KS2
1782169.703         |1782169.703         |0.911               |KS2
1721849.342         |1721849.342         |2.703               |KS2
1407065.151         |1407065.151         |3.613               |KS2
1407065.151         |1407065.151         |3.988               |crossover
526047.005          |526047.005          |23.803              |lns
427489.141          |427489.141          |31.008              |lns
398198.017          |398198.017          |41.030              |lns
397837.737          |397837.737          |68.205              |lns
153687.222          |153687.222          |154.580             |lns
133522.540          |133522.540          |254.604             |lns
133159.820          |133159.820          |314.319             |lns
133150.144          |133150.144          |363.491             |lns
49080.158           |49080.158           |457.747             |lns
39005.907           |39005.907           |557.771             |lns
38526.054           |38526.054           |570.817             |random
33341.497           |33341.497           |656.421             |lns
33265.254           |33265.254           |706.341             |lns
32972.521           |32972.521           |754.592             |random
32972.521           |32972.521           |805.428             |random
32972.521           |32972.521           |845.236             |random
32971.449           |32971.449           |889.305             |random
32711.811           |32711.811           |981.329             |lns
32711.811           |32711.811           |1000.047            |random
total time : 1000.0468459129333
