/media/sunyu/OS1/suanli/collectionunzip/anonymous_28
obj                 |bestobj             |time                |
660139.508          |660139.508          |8.152               |KS1
594119.835          |594119.835          |11.671              |KS2
489554.560          |489554.560          |21.021              |KS2
489059.390          |489059.390          |45.984              |KS2
472342.927          |472342.927          |47.649              |KS2
472315.690          |472315.690          |49.171              |lns
471250.056          |471250.056          |51.341              |lns
454716.467          |454716.467          |59.959              |lns
451464.533          |451464.533          |70.425              |lns
365816.416          |365816.416          |116.819             |lns
363440.245          |363440.245          |143.378             |lns
363323.504          |363323.504          |181.476             |lns
278494.228          |278494.228          |233.525             |lns
195481.270          |195481.270          |326.353             |lns
195481.220          |195481.220          |369.287             |lns
195481.170          |195481.170          |418.626             |lns
172882.582          |172882.582          |464.116             |lns
112380.836          |112380.836          |521.291             |lns
96353.561           |96353.561           |548.541             |lns2
96353.561           |96353.561           |628.815             |random
91604.817           |91604.817           |677.558             |lns
91604.817           |91604.817           |708.583             |random
91604.797           |91604.797           |742.977             |lns
91604.767           |91604.767           |777.539             |lns
91550.198           |91550.198           |828.398             |lns2
91550.188           |91550.188           |838.890             |lns2
89528.212           |89528.212           |853.848             |lns
89528.212           |89528.212           |878.855             |random
89528.212           |89528.212           |905.508             |random
89528.212           |89528.212           |926.386             |random
89528.182           |89528.182           |965.169             |lns
total time : 996.1298253536224
