/media/sunyu/OS1/suanli/collectionunzip/anonymous_53
obj                 |bestobj             |time                |
12725.400           |12725.400           |58.014              |KS1
12701.200           |12701.200           |88.866              |KS2
12701.120           |12701.120           |101.110             |KS2
12701.120           |12701.120           |121.637             |random
12685.890           |12685.890           |152.531             |random
12680.950           |12680.950           |173.868             |lns
12680.900           |12680.900           |196.450             |lns
12675.840           |12675.840           |214.324             |lns
12649.130           |12649.130           |226.255             |random
12649.100           |12649.100           |264.763             |lns
12649.100           |12649.100           |483.643             |random
12649.060           |12649.060           |963.736             |random
12649.060           |12649.060           |999.790             |random
total time : 999.7901723384857
