/media/sunyu/OS1/suanli/collectionunzip/item_placement_9914
obj                 |bestobj             |time                |
21.841              |21.841              |50.020              |init
19.683              |19.683              |56.840              |KS2
17.648              |17.648              |60.623              |KS2
17.610              |17.610              |64.286              |KS2
17.610              |17.610              |66.852              |crossover
17.066              |17.066              |74.362              |lns
16.841              |16.841              |85.598              |random
16.676              |16.676              |101.463             |random
16.529              |16.529              |110.461             |lns2
total time : 999.961172580719
