/media/sunyu/OS1/suanli/collectionunzip/item_placement_9967
obj                 |bestobj             |time                |
909.000             |909.000             |0.044               |init
60.339              |60.339              |6.160               |KS2
22.058              |22.058              |16.450              |KS2
17.100              |17.100              |24.094              |KS2
16.416              |16.416              |32.860              |KS2
15.643              |15.643              |40.248              |lns
13.793              |13.793              |45.373              |lns
13.245              |13.245              |48.808              |lns
11.850              |11.850              |59.497              |lns
11.360              |11.360              |87.345              |lns2
10.585              |10.585              |184.421             |lns
9.945               |9.945               |196.352             |lns
9.930               |9.930               |215.496             |lns2
9.879               |9.879               |819.877             |lns2
9.855               |9.855               |958.914             |lns2
total time : 1000.0089294910431
