/media/sunyu/OS1/suanli/collectionunzip/anonymous_86
obj                 |bestobj             |time                |
751274.876          |751274.876          |241.613             |KS1
725406.440          |725406.440          |291.810             |KS2
598128.753          |598128.753          |392.094             |KS2
587153.498          |587153.498          |442.229             |KS2
585564.932          |585564.932          |492.378             |KS2
563147.927          |563147.927          |570.234             |lns
542999.171          |542999.171          |715.684             |lns
525513.362          |525513.362          |879.080             |lns
521046.029          |521046.029          |933.757             |lns
total time : 933.7574663162231
