/media/sunyu/OS1/suanli/collectionunzip/neos-565672
obj                 |bestobj             |time                |
1133299.764         |1133299.764         |207.048             |KS1
538630.885          |538630.885          |258.307             |KS2
473094.124          |473094.124          |309.304             |KS2
350575.877          |350575.877          |360.235             |KS2
206087.060          |206087.060          |405.317             |KS2
203975.740          |203975.740          |418.519             |lns
170574.703          |170574.703          |449.485             |lns
167966.572          |167966.572          |520.187             |lns
167253.441          |167253.441          |582.613             |lns
95463.873           |95463.873           |665.845             |lns
95282.878           |95282.878           |772.764             |lns
total time : 1263.5695269107819
