/media/sunyu/OS1/suanli/collectionunzip/item_placement_9910
obj                 |bestobj             |time                |
871.911             |871.911             |0.069               |KS1
168.766             |168.766             |6.290               |KS2
21.305              |21.305              |12.908              |KS2
15.572              |15.572              |23.570              |KS2
14.845              |14.845              |32.324              |random
13.766              |13.766              |47.449              |lns2
12.125              |12.125              |60.017              |lns
9.831               |9.831               |73.359              |lns2
8.912               |8.912               |805.324             |lns
8.912               |8.912               |829.970             |random
8.912               |8.912               |840.309             |random
8.415               |8.415               |844.652             |lns
8.119               |8.119               |894.914             |lns2
total time : 999.9590489864349
