/media/sunyu/OS1/suanli/collectionunzip/anonymous_45
obj                 |bestobj             |time                |
864119.664          |864119.664          |257.073             |KS1
816868.494          |816868.494          |307.188             |KS2
760238.223          |760238.223          |357.330             |KS2
412723.592          |412723.592          |400.942             |KS2
411608.533          |411608.533          |419.079             |KS2
339958.708          |339958.708          |498.262             |lns
305573.749          |305573.749          |601.310             |lns
305490.932          |305490.932          |701.418             |lns
267975.614          |267975.614          |873.104             |lns
total time : 930.2204117774963
