/media/sunyu/OS1/suanli/collectionunzip/SET3_27
obj                 |bestobj             |time                |
3667525.260         |3667525.260         |0.057               |init
1994996.371         |1994996.371         |0.947               |KS2
736597.880          |736597.880          |50.967              |KS2
562616.468          |562616.468          |100.988             |KS2
562449.253          |562449.253          |107.693             |crossover
492746.409          |492746.409          |151.641             |lns
491223.411          |491223.411          |162.466             |lns
480445.839          |480445.839          |173.810             |lns
440852.019          |440852.019          |269.249             |lns
364001.130          |364001.130          |399.540             |lns
360299.701          |360299.701          |496.460             |lns
348318.272          |348318.272          |576.741             |lns
343189.780          |343189.780          |688.013             |lns
343165.506          |343165.506          |707.070             |random
343071.462          |343071.462          |743.985             |random
341826.068          |341826.068          |804.337             |random
341785.471          |341785.471          |829.919             |random
340643.309          |340643.309          |864.643             |random
327842.280          |327842.280          |944.125             |lns
327098.658          |327098.658          |963.831             |random
total time : 1000.0357785224915
