/media/sunyu/OS1/suanli/collectionunzip/SET3_28
obj                 |bestobj             |time                |
3597810.650         |3597810.650         |0.069               |init
2253060.551         |2253060.551         |0.203               |KS2
1823371.620         |1823371.620         |2.066               |KS2
887224.155          |887224.155          |52.086              |KS2
858818.762          |858818.762          |98.155              |KS2
648462.307          |648462.307          |107.564             |lns
619925.627          |619925.627          |153.522             |lns
426000.170          |426000.170          |217.291             |lns
302036.037          |302036.037          |317.316             |lns
259559.995          |259559.995          |399.432             |lns
259252.786          |259252.786          |416.820             |random
258362.182          |258362.182          |487.274             |lns
257854.239          |257854.239          |584.514             |lns
255080.586          |255080.586          |641.034             |random
253391.888          |253391.888          |709.183             |lns
253005.483          |253005.483          |799.634             |lns
251518.395          |251518.395          |864.105             |random
total time : 999.7603278160095
