/media/sunyu/OS1/suanli/collectionunzip/anonymous_62
obj                 |bestobj             |time                |
3256022.136         |3256022.136         |3.583               |KS1
3256022.136         |3256022.136         |3.725               |KS2
3200319.971         |3200319.971         |36.463              |KS2
2314703.440         |2314703.440         |78.021              |KS2
2313238.955         |2313238.955         |80.392              |KS2
1866507.931         |1866507.931         |172.494             |lns
1866507.911         |1866507.911         |189.828             |lns
1866507.871         |1866507.871         |212.727             |lns
1550931.166         |1550931.166         |279.713             |lns
1535964.290         |1535964.290         |347.201             |lns
1431017.296         |1431017.296         |397.725             |lns
1139237.085         |1139237.085         |497.814             |lns
919403.398          |919403.398          |698.002             |lns
818818.481          |818818.481          |798.113             |lns
798293.101          |798293.101          |898.205             |lns
762616.909          |762616.909          |973.460             |lns
total time : 973.4606595039368
