/media/sunyu/OS1/suanli/collectionunzip/gmut-76-40
obj                 |bestobj             |time                |
-528065.720         |-528065.720         |0.202               |init
-14073552.710       |-14073552.710       |50.439              |KS2
-14129273.803       |-14129273.803       |100.620             |KS2
-14132599.622       |-14132599.622       |141.852             |lns
-14134242.356       |-14134242.356       |176.716             |lns
-14134242.596       |-14134242.596       |208.733             |lns
-14134242.606       |-14134242.606       |230.657             |lns
-14138355.183       |-14138355.183       |233.616             |lns
-14138454.183       |-14138454.183       |262.625             |lns
-14139768.013       |-14139768.013       |272.929             |lns
-14139808.876       |-14139808.876       |281.089             |lns
-14145868.130       |-14145868.130       |372.774             |lns
-14147504.927       |-14147504.927       |472.998             |lns
-14148977.412       |-14148977.412       |573.192             |lns
-14150288.538       |-14150288.538       |600.041             |lns
-14151595.318       |-14151595.318       |760.967             |random
-14151595.417       |-14151595.417       |936.058             |random
total time : 1001.39120221138
