/media/sunyu/OS1/suanli/collectionunzip/item_placement_9924
obj                 |bestobj             |time                |
907.162             |907.162             |0.067               |init
93.262              |93.262              |2.631               |KS2
40.195              |40.195              |8.133               |KS2
23.610              |23.610              |20.563              |KS2
22.173              |22.173              |24.476              |lns
22.015              |22.015              |28.958              |random
19.008              |19.008              |34.618              |lns
16.619              |16.619              |40.332              |lns
15.893              |15.893              |45.770              |lns
15.548              |15.548              |66.505              |lns2
15.472              |15.472              |74.990              |lns
14.773              |14.773              |81.656              |lns
13.919              |13.919              |95.551              |lns2
13.659              |13.659              |97.672              |random
13.238              |13.238              |112.108             |random
12.587              |12.587              |120.034             |lns
12.268              |12.268              |125.500             |lns
12.198              |12.198              |134.294             |lns
11.750              |11.750              |143.343             |lns
11.124              |11.124              |158.457             |lns2
10.480              |10.480              |627.804             |random
10.426              |10.426              |650.106             |lns2
total time : 1000.0663883686066
