/media/sunyu/OS1/suanli/collectionunzip/item_placement_9900
obj                 |bestobj             |time                |
906.000             |906.000             |0.094               |init
23.552              |23.552              |6.180               |KS2
18.767              |18.767              |17.030              |lns
17.313              |17.313              |55.682              |lns2
16.722              |16.722              |100.261             |lns
14.855              |14.855              |107.729             |lns
14.855              |14.855              |111.885             |random
14.833              |14.833              |128.039             |random
14.694              |14.694              |153.723             |random
14.694              |14.694              |176.522             |random
14.598              |14.598              |195.202             |lns2
14.099              |14.099              |261.110             |lns
13.585              |13.585              |274.200             |lns2
12.152              |12.152              |293.897             |lns2
total time : 1000.2266104221344
