/media/sunyu/OS1/suanli/collectionunzip/SET4_11
obj                 |bestobj             |time                |
2873112.864         |2873112.864         |0.062               |init
2039153.009         |2039153.009         |0.247               |KS2
1922003.141         |1922003.141         |0.439               |KS2
1858178.139         |1858178.139         |0.645               |KS2
1799672.454         |1799672.454         |1.068               |KS2
1480932.548         |1480932.548         |1.540               |lns
437234.156          |437234.156          |2.634               |lns
181865.075          |181865.075          |38.648              |lns
42859.756           |42859.756           |95.448              |lns
33324.180           |33324.180           |124.821             |lns
33238.183           |33238.183           |158.154             |lns
32092.986           |32092.986           |231.641             |lns
31346.268           |31346.268           |249.680             |lns
30612.568           |30612.568           |322.102             |lns
29877.810           |29877.810           |337.402             |lns
29670.535           |29670.535           |383.860             |lns
29637.216           |29637.216           |395.983             |random
29637.216           |29637.216           |427.285             |random
29637.216           |29637.216           |528.346             |random
29637.206           |29637.206           |572.004             |random
total time : 999.816232919693
