/media/sunyu/OS1/suanli/collectionunzip/load_balancing_1087
obj                 |bestobj             |time                |
755.000             |755.000             |9.077               |KS1
743.000             |743.000             |59.252              |KS2
742.000             |742.000             |159.601             |KS2
737.000             |737.000             |209.774             |KS2
735.000             |735.000             |259.972             |crossover
733.000             |733.000             |286.631             |lns
732.000             |732.000             |396.964             |lns
total time : 996.1811847686768
