/media/sunyu/OS1/suanli/collectionunzip/item_placement_9974
obj                 |bestobj             |time                |
908.777             |908.777             |0.034               |init
267.151             |267.151             |4.527               |KS2
41.367              |41.367              |13.379              |KS2
38.501              |38.501              |22.087              |KS2
34.872              |34.872              |24.548              |crossover
32.176              |32.176              |28.056              |lns
31.187              |31.187              |30.453              |lns
31.004              |31.004              |33.435              |lns
28.475              |28.475              |43.581              |lns
27.957              |27.957              |48.538              |lns
27.806              |27.806              |63.822              |lns2
27.723              |27.723              |96.407              |lns2
27.710              |27.710              |117.082             |lns2
27.264              |27.264              |235.141             |lns2
26.965              |26.965              |648.782             |lns2
26.360              |26.360              |689.519             |lns
26.360              |26.360              |707.522             |random
26.360              |26.360              |713.480             |random
26.215              |26.215              |772.249             |lns2
total time : 999.9957966804504
