/media/sunyu/OS1/suanli/collectionunzip/neos-1112782
obj                 |bestobj             |time                |
574306420371.614    |574306420371.614    |50.013              |init
573757250855.384    |573757250855.384    |69.548              |random
573338866217.058    |573338866217.058    |110.717             |lns2
573258458742.179    |573258458742.179    |133.489             |lns
573258458706.506    |573258458706.506    |143.635             |lns
573258456810.334    |573258456810.334    |154.547             |lns
573020451567.560    |573020451567.560    |166.687             |lns
572935524899.258    |572935524899.258    |178.309             |lns
572731519534.791    |572731519534.791    |186.217             |lns
572731519069.077    |572731519069.077    |195.259             |lns
572615472121.434    |572615472121.434    |238.462             |lns2
572470731109.936    |572470731109.936    |354.206             |random
572059298044.714    |572059298044.714    |442.664             |random
572059298044.714    |572059298044.714    |454.534             |random
total time : 999.8660509586334
