/media/sunyu/OS1/suanli/collectionunzip/item_placement_9928
obj                 |bestobj             |time                |
912.000             |912.000             |0.051               |init
128.234             |128.234             |5.140               |KS2
31.923              |31.923              |11.276              |KS2
27.468              |27.468              |24.434              |KS2
24.114              |24.114              |26.657              |crossover
19.648              |19.648              |31.254              |lns
17.551              |17.551              |36.890              |random
17.530              |17.530              |44.684              |lns
15.093              |15.093              |52.707              |random
13.643              |13.643              |63.975              |lns2
13.383              |13.383              |493.589             |random
13.239              |13.239              |501.584             |lns
13.239              |13.239              |514.592             |random
12.577              |12.577              |526.524             |lns2
12.101              |12.101              |784.031             |lns2
total time : 1000.0731339454651
