/media/sunyu/OS1/suanli/collectionunzip/item_placement_9991
obj                 |bestobj             |time                |
909.359             |909.359             |0.117               |KS1
239.489             |239.489             |3.431               |KS2
25.003              |25.003              |15.290              |KS2
18.931              |18.931              |28.469              |KS2
17.713              |17.713              |35.523              |KS2
15.489              |15.489              |41.482              |lns
14.268              |14.268              |48.617              |lns
14.124              |14.124              |53.380              |lns
14.124              |14.124              |68.130              |random
13.608              |13.608              |94.768              |lns2
13.146              |13.146              |145.485             |random
13.025              |13.025              |159.336             |lns2
total time : 1000.0495426654816
