/media/sunyu/OS1/suanli/collectionunzip/SET3_12
obj                 |bestobj             |time                |
3244509.610         |3244509.610         |0.056               |init
2284789.513         |2284789.513         |0.307               |KS2
1871909.876         |1871909.876         |1.189               |KS2
1126833.675         |1126833.675         |28.353              |KS2
1069842.419         |1069842.419         |36.016              |KS2
1065471.108         |1065471.108         |41.184              |lns
800057.422          |800057.422          |46.565              |lns
435613.024          |435613.024          |146.588             |lns
427961.732          |427961.732          |246.609             |lns
352408.985          |352408.985          |291.087             |lns
311025.266          |311025.266          |380.226             |lns
271742.676          |271742.676          |483.611             |lns
267345.629          |267345.629          |510.490             |random
267345.629          |267345.629          |631.094             |random
267345.609          |267345.609          |738.874             |random
261619.694          |261619.694          |790.403             |lns
260285.039          |260285.039          |877.744             |random
254243.327          |254243.327          |906.420             |random
253887.219          |253887.219          |945.542             |lns
total time : 999.9626100063324
