/media/sunyu/OS1/suanli/collectionunzip/SET4_10
obj                 |bestobj             |time                |
3192431.653         |3192431.653         |0.062               |init
2614372.877         |2614372.877         |0.374               |KS2
2457115.131         |2457115.131         |0.468               |KS2
1842930.715         |1842930.715         |1.358               |KS2
1842251.148         |1842251.148         |1.821               |KS2
1165403.582         |1165403.582         |3.006               |KS2
773529.277          |773529.277          |3.961               |KS2
701807.522          |701807.522          |5.100               |lns
640738.566          |640738.566          |6.503               |lns
634085.926          |634085.926          |8.823               |lns
633722.363          |633722.363          |9.727               |lns
480232.470          |480232.470          |13.111              |lns
432076.221          |432076.221          |107.155             |lns
280147.293          |280147.293          |126.215             |lns
265561.304          |265561.304          |195.713             |lns
262109.312          |262109.312          |200.992             |lns
158785.688          |158785.688          |211.668             |lns
122042.927          |122042.927          |273.442             |lns
60498.477           |60498.477           |373.465             |lns
60175.371           |60175.371           |436.316             |lns
60174.198           |60174.198           |524.723             |random
60174.198           |60174.198           |648.995             |random
60174.188           |60174.188           |787.932             |random
58613.858           |58613.858           |827.593             |lns
57940.669           |57940.669           |903.597             |lns
57940.669           |57940.669           |960.937             |random
total time : 1000.1207706928253
