/media/sunyu/OS1/suanli/collectionunzip/SET3_09
obj                 |bestobj             |time                |
3083821.587         |3083821.587         |0.063               |init
2669529.036         |2669529.036         |0.148               |KS2
2387804.911         |2387804.911         |0.234               |KS2
2177735.364         |2177735.364         |0.629               |KS2
1225333.319         |1225333.319         |50.651              |KS2
1195502.867         |1195502.867         |76.829              |KS2
1182601.833         |1182601.833         |81.935              |lns
1163768.092         |1163768.092         |84.433              |lns
1163330.248         |1163330.248         |85.838              |lns
1160583.728         |1160583.728         |102.071             |lns
1158031.580         |1158031.580         |106.657             |lns
1156771.383         |1156771.383         |116.502             |lns
458492.042          |458492.042          |193.741             |lns
344312.581          |344312.581          |270.492             |lns
328713.925          |328713.925          |313.680             |random
317757.608          |317757.608          |413.701             |lns
266688.887          |266688.887          |513.723             |lns
259365.577          |259365.577          |613.743             |lns
258210.809          |258210.809          |634.360             |random
251644.284          |251644.284          |655.017             |random
250812.027          |250812.027          |679.153             |random
245523.256          |245523.256          |731.922             |lns
244537.292          |244537.292          |796.245             |random
226390.084          |226390.084          |856.010             |lns
226242.428          |226242.428          |908.827             |random
215343.061          |215343.061          |982.389             |lns
total time : 999.9076087474823
