/media/sunyu/OS1/suanli/collectionunzip/item_placement_9956
obj                 |bestobj             |time                |
906.096             |906.096             |0.062               |init
58.091              |58.091              |6.388               |KS2
35.631              |35.631              |13.065              |KS2
22.036              |22.036              |23.576              |KS2
20.702              |20.702              |26.433              |crossover
20.702              |20.702              |31.929              |random
20.702              |20.702              |39.547              |random
20.072              |20.072              |47.020              |lns
20.071              |20.071              |52.992              |random
18.069              |18.069              |66.348              |lns2
16.721              |16.721              |133.437             |lns
16.419              |16.419              |142.641             |lns
16.187              |16.187              |150.116             |lns
16.072              |16.072              |154.871             |lns
16.066              |16.066              |162.876             |random
16.059              |16.059              |177.260             |lns2
15.742              |15.742              |219.924             |lns
15.740              |15.740              |272.782             |lns2
15.387              |15.387              |345.606             |lns
15.387              |15.387              |362.814             |random
15.211              |15.211              |375.717             |random
15.179              |15.179              |386.412             |lns
14.655              |14.655              |391.358             |lns
14.653              |14.653              |401.005             |lns2
14.645              |14.645              |789.933             |random
14.510              |14.510              |814.837             |lns2
total time : 999.9099686145782
