/media/sunyu/OS1/suanli/collectionunzip/neos-1067731
obj                 |bestobj             |time                |
95323136.000        |95323136.000        |1.296               |KS1
54668545.000        |54668545.000        |2.382               |KS2
26572275.000        |26572275.000        |3.852               |KS2
1531500.000         |1531500.000         |36.536              |KS2
1531394.000         |1531394.000         |47.449              |KS2
1531394.000         |1531394.000         |48.036              |crossover
1530301.000         |1530301.000         |48.931              |lns
1527656.000         |1527656.000         |50.556              |lns
1527655.000         |1527655.000         |51.833              |lns
1526225.000         |1526225.000         |55.921              |lns
1524435.000         |1524435.000         |56.989              |lns
1524407.000         |1524407.000         |59.964              |lns
1523504.000         |1523504.000         |61.195              |lns
1523478.000         |1523478.000         |63.591              |lns
1523475.000         |1523475.000         |64.771              |lns
1523466.000         |1523466.000         |67.322              |lns
1523465.000         |1523465.000         |71.682              |lns2
1523464.000         |1523464.000         |75.668              |lns
1523464.000         |1523464.000         |80.322              |random
1523177.000         |1523177.000         |158.242             |lns
1522877.999         |1522877.999         |229.464             |lns
1030524.000         |1030524.000         |230.919             |lns
1030523.000         |1030523.000         |232.837             |lns
1029699.000         |1029699.000         |239.819             |lns
1029698.000         |1029698.000         |245.031             |lns
1028418.000         |1028418.000         |246.756             |lns
1028034.000         |1028034.000         |251.394             |lns
1027746.000         |1027746.000         |252.551             |lns
1027565.000         |1027565.000         |255.644             |lns2
1027547.000         |1027547.000         |257.824             |lns
1027441.000         |1027441.000         |262.553             |random
1026820.990         |1026820.990         |265.034             |lns
1026637.000         |1026637.000         |279.519             |random
1026636.000         |1026636.000         |282.000             |lns
1026632.000         |1026632.000         |284.874             |lns
1026613.000         |1026613.000         |286.052             |lns
1026611.999         |1026611.999         |289.035             |lns
1026608.000         |1026608.000         |291.552             |lns
1026607.000         |1026607.000         |315.998             |lns2
1026607.000         |1026607.000         |330.496             |random
1026606.000         |1026606.000         |331.630             |lns
1026605.000         |1026605.000         |416.900             |random
1026605.000         |1026605.000         |432.030             |random
1026605.000         |1026605.000         |630.035             |random
1026507.000         |1026507.000         |749.748             |lns2
1026505.000         |1026505.000         |752.203             |lns
1026224.000         |1026224.000         |754.066             |lns
1026224.000         |1026224.000         |758.766             |random
1026054.000         |1026054.000         |818.837             |random
1025862.000         |1025862.000         |819.942             |lns
1025859.000         |1025859.000         |828.704             |lns2
1025859.000         |1025859.000         |835.759             |lns2
1025858.000         |1025858.000         |838.039             |lns
1025858.000         |1025858.000         |842.468             |random
1025858.000         |1025858.000         |846.858             |random
1025858.000         |1025858.000         |859.371             |random
1025858.000         |1025858.000         |938.265             |random
total time : 997.9477787017822
