/media/sunyu/OS1/suanli/collectionunzip/anonymous_23
obj                 |bestobj             |time                |
1226645.377         |1226645.377         |3.969               |KS1
984804.648          |984804.648          |5.683               |KS2
446506.129          |446506.129          |55.764              |KS2
281902.533          |281902.533          |105.880             |KS2
261399.319          |261399.319          |155.958             |KS2
203670.406          |203670.406          |183.835             |lns
198706.348          |198706.348          |219.121             |lns
198577.124          |198577.124          |273.496             |lns
190664.905          |190664.905          |355.679             |lns
189428.746          |189428.746          |455.806             |lns
179969.790          |179969.790          |555.924             |lns
154993.675          |154993.675          |693.022             |lns
154950.255          |154950.255          |738.368             |lns
152626.183          |152626.183          |885.583             |lns
152413.767          |152413.767          |983.463             |lns
total time : 983.4638500213623
