/media/sunyu/OS1/suanli/collectionunzip/item_placement_9985
obj                 |bestobj             |time                |
912.000             |912.000             |0.022               |init
125.849             |125.849             |2.748               |KS2
25.459              |25.459              |13.404              |KS2
21.294              |21.294              |22.319              |lns
21.109              |21.109              |38.957              |random
20.024              |20.024              |61.333              |lns2
19.882              |19.882              |90.310              |lns
19.864              |19.864              |101.499             |lns2
19.656              |19.656              |110.222             |lns
19.529              |19.529              |116.451             |lns
19.505              |19.505              |128.063             |random
18.849              |18.849              |140.461             |lns
17.823              |17.823              |149.055             |random
17.749              |17.749              |161.200             |lns2
17.344              |17.344              |175.497             |lns2
17.334              |17.334              |191.556             |lns2
17.329              |17.329              |366.470             |lns2
16.004              |16.004              |544.374             |lns
15.732              |15.732              |549.186             |lns
15.648              |15.648              |559.334             |lns
15.468              |15.468              |565.478             |lns
14.814              |14.814              |609.992             |lns2
13.522              |13.522              |935.531             |lns2
total time : 1000.0537784099579
