/media/sunyu/OS1/suanli/collectionunzip/item_placement_9953
obj                 |bestobj             |time                |
906.031             |906.031             |0.058               |init
44.014              |44.014              |7.629               |KS2
39.418              |39.418              |14.912              |KS2
34.753              |34.753              |19.534              |KS2
33.785              |33.785              |28.957              |KS2
32.484              |32.484              |33.621              |lns
31.475              |31.475              |38.084              |lns
30.359              |30.359              |42.434              |lns
29.785              |29.785              |60.544              |random
29.773              |29.773              |88.245              |random
29.290              |29.290              |109.311             |random
29.230              |29.230              |120.486             |random
29.227              |29.227              |151.019             |lns2
28.769              |28.769              |166.908             |lns2
28.482              |28.482              |168.064             |random
27.591              |27.591              |177.211             |lns
27.588              |27.588              |181.633             |random
27.588              |27.588              |202.964             |random
27.116              |27.116              |226.050             |lns2
27.030              |27.030              |327.850             |lns2
26.811              |26.811              |502.864             |random
26.811              |26.811              |514.599             |random
26.811              |26.811              |529.490             |random
25.933              |25.933              |539.307             |lns
24.574              |24.574              |550.960             |lns2
total time : 1000.0651814937592
