/media/sunyu/OS1/suanli/collectionunzip/SET3_29
obj                 |bestobj             |time                |
2824195.343         |2824195.343         |0.060               |init
1095305.569         |1095305.569         |9.209               |KS2
749801.210          |749801.210          |52.002              |KS2
365304.149          |365304.149          |95.417              |KS2
343923.155          |343923.155          |120.678             |KS2
319639.328          |319639.328          |177.265             |lns
319329.693          |319329.693          |206.034             |lns
318953.896          |318953.896          |259.896             |lns
298136.731          |298136.731          |267.884             |lns
297947.134          |297947.134          |327.789             |random
291403.812          |291403.812          |377.637             |lns
270899.680          |270899.680          |454.597             |lns
253464.093          |253464.093          |475.986             |random
222746.171          |222746.171          |573.683             |lns
222206.831          |222206.831          |592.539             |random
219250.301          |219250.301          |615.578             |random
213780.318          |213780.318          |648.079             |lns
213196.706          |213196.706          |667.046             |random
212104.097          |212104.097          |730.315             |random
209489.534          |209489.534          |752.101             |random
209489.504          |209489.504          |806.476             |random
208962.186          |208962.186          |901.959             |random
208658.082          |208658.082          |944.239             |lns
208002.797          |208002.797          |976.897             |random
205665.853          |205665.853          |999.805             |lns
total time : 999.8057310581207
