/media/sunyu/OS1/suanli/collectionunzip/SET3_14
obj                 |bestobj             |time                |
2758272.360         |2758272.360         |0.060               |init
2596903.951         |2596903.951         |0.157               |KS2
2049752.081         |2049752.081         |0.949               |KS2
719765.212          |719765.212          |50.964              |KS2
369296.305          |369296.305          |100.984             |KS2
360306.369          |360306.369          |150.714             |KS2
348843.212          |348843.212          |229.174             |lns
295217.866          |295217.866          |247.870             |lns
272769.815          |272769.815          |333.014             |lns
271082.411          |271082.411          |355.298             |random
264355.856          |264355.856          |458.883             |lns
259746.512          |259746.512          |509.565             |random
257446.886          |257446.886          |539.801             |random
254080.949          |254080.949          |653.697             |random
253221.497          |253221.497          |733.224             |lns
252033.037          |252033.037          |799.894             |lns
248788.981          |248788.981          |884.487             |lns
248737.352          |248737.352          |997.848             |lns
total time : 1000.0937292575836
