/media/sunyu/OS1/suanli/collectionunzip/item_placement_9941
obj                 |bestobj             |time                |
906.162             |906.162             |0.125               |init
33.334              |33.334              |4.793               |KS2
18.896              |18.896              |13.299              |KS2
12.720              |12.720              |18.834              |KS2
12.720              |12.720              |23.452              |KS2
11.963              |11.963              |28.785              |KS2
9.328               |9.328               |38.964              |lns
9.048               |9.048               |53.891              |lns2
8.812               |8.812               |63.574              |lns
8.782               |8.782               |87.974              |lns2
8.781               |8.781               |334.720             |lns2
8.736               |8.736               |890.857             |random
8.736               |8.736               |938.744             |random
8.736               |8.736               |966.582             |random
total time : 999.9818472862244
