/media/sunyu/OS1/suanli/collectionunzip/anonymous_48
obj                 |bestobj             |time                |
332267.432          |332267.432          |12.472              |KS1
315433.541          |315433.541          |13.012              |KS2
314392.303          |314392.303          |13.666              |KS2
93760.960           |93760.960           |61.862              |KS2
93268.291           |93268.291           |62.443              |lns
71574.980           |71574.980           |65.331              |lns
71574.980           |71574.980           |69.407              |random
69561.307           |69561.307           |78.169              |lns
69561.307           |69561.307           |80.985              |random
69561.307           |69561.307           |84.087              |random
67663.247           |67663.247           |86.056              |lns
67355.534           |67355.534           |91.878              |lns
67355.534           |67355.534           |96.756              |random
67355.534           |67355.534           |102.481             |random
67341.282           |67341.282           |108.821             |lns2
67341.282           |67341.282           |112.833             |random
67341.272           |67341.272           |118.045             |lns
65917.140           |65917.140           |126.817             |random
65737.330           |65737.330           |134.332             |lns
59117.490           |59117.490           |135.292             |lns
44111.914           |44111.914           |139.619             |lns
43121.050           |43121.050           |141.813             |lns
43121.050           |43121.050           |144.471             |random
43121.030           |43121.030           |145.063             |lns
43121.030           |43121.030           |152.362             |random
38106.319           |38106.319           |186.805             |lns
38106.309           |38106.309           |201.438             |lns2
38106.309           |38106.309           |215.243             |random
38106.309           |38106.309           |231.392             |random
38106.309           |38106.309           |235.039             |random
38106.299           |38106.299           |251.475             |lns2
38106.299           |38106.299           |256.371             |random
38106.299           |38106.299           |269.455             |random
38106.299           |38106.299           |275.858             |random
38106.299           |38106.299           |282.232             |random
38106.299           |38106.299           |297.503             |random
38106.289           |38106.289           |299.044             |lns
total time : 998.6450400352478
