/media/sunyu/OS1/suanli/collectionunzip/item_placement_9980
obj                 |bestobj             |time                |
909.794             |909.794             |0.068               |KS1
347.089             |347.089             |3.615               |KS2
43.525              |43.525              |11.793              |KS2
20.044              |20.044              |19.384              |KS2
17.033              |17.033              |24.527              |crossover
16.248              |16.248              |28.749              |lns
15.659              |15.659              |35.053              |lns
15.007              |15.007              |45.900              |lns
13.792              |13.792              |52.825              |random
13.064              |13.064              |66.681              |lns2
12.792              |12.792              |80.972              |lns
12.501              |12.501              |86.492              |lns
11.582              |11.582              |121.892             |random
11.408              |11.408              |126.708             |random
10.676              |10.676              |140.990             |lns2
10.076              |10.076              |172.713             |lns2
10.074              |10.074              |195.368             |lns
9.589               |9.589               |204.584             |lns
9.579               |9.579               |225.985             |random
9.569               |9.569               |236.640             |lns2
8.715               |8.715               |436.835             |lns
8.268               |8.268               |469.234             |random
8.268               |8.268               |485.024             |random
8.268               |8.268               |530.964             |random
8.268               |8.268               |551.974             |random
8.268               |8.268               |570.082             |random
8.268               |8.268               |589.738             |random
8.082               |8.082               |638.367             |lns2
total time : 999.9469530582428
