/media/sunyu/OS1/suanli/collectionunzip/item_placement_9986
obj                 |bestobj             |time                |
909.074             |909.074             |0.038               |init
72.045              |72.045              |3.330               |KS2
24.520              |24.520              |13.598              |KS2
19.066              |19.066              |26.931              |KS2
13.971              |13.971              |34.765              |lns
13.829              |13.829              |43.850              |random
12.851              |12.851              |53.296              |lns
12.680              |12.680              |66.194              |random
12.125              |12.125              |96.672              |lns2
12.109              |12.109              |439.696             |lns2
10.566              |10.566              |673.037             |lns2
total time : 999.861536026001
