/media/sunyu/OS1/suanli/collectionunzip/item_placement_9962
obj                 |bestobj             |time                |
912.000             |912.000             |0.029               |init
222.160             |222.160             |3.756               |KS2
19.513              |19.513              |13.031              |KS2
17.767              |17.767              |23.818              |lns
15.731              |15.731              |28.104              |lns
15.363              |15.363              |30.485              |lns
14.343              |14.343              |36.715              |lns
11.760              |11.760              |41.983              |lns
11.378              |11.378              |81.304              |lns2
10.446              |10.446              |156.343             |random
10.446              |10.446              |188.202             |random
10.100              |10.100              |296.980             |random
10.058              |10.058              |307.667             |lns
9.300               |9.300               |327.297             |lns2
8.861               |8.861               |464.286             |random
8.861               |8.861               |473.273             |random
8.860               |8.860               |482.815             |random
7.627               |7.627               |516.534             |lns2
total time : 999.9673268795013
