/media/sunyu/OS1/suanli/collectionunzip/item_placement_9964
obj                 |bestobj             |time                |
908.921             |908.921             |0.099               |KS1
80.712              |80.712              |3.276               |KS2
21.514              |21.514              |13.539              |KS2
18.422              |18.422              |20.291              |KS2
17.511              |17.511              |27.875              |KS2
17.511              |17.511              |28.775              |crossover
17.370              |17.370              |37.676              |lns
16.807              |16.807              |43.960              |lns
15.890              |15.890              |53.201              |lns2
15.646              |15.646              |76.261              |lns2
15.542              |15.542              |251.997             |lns2
15.473              |15.473              |309.616             |lns
15.446              |15.446              |321.915             |lns2
15.411              |15.411              |492.790             |random
15.163              |15.163              |507.593             |lns2
15.122              |15.122              |674.577             |random
14.930              |14.930              |691.692             |random
14.930              |14.930              |708.276             |random
14.930              |14.930              |728.861             |random
14.930              |14.930              |755.632             |random
14.443              |14.443              |765.049             |lns
14.414              |14.414              |791.538             |random
14.414              |14.414              |807.617             |random
14.402              |14.402              |818.874             |lns2
13.575              |13.575              |926.694             |lns2
total time : 999.963926076889
