/media/sunyu/OS1/suanli/collectionunzip/item_placement_9970
obj                 |bestobj             |time                |
908.985             |908.985             |0.098               |KS1
86.128              |86.128              |3.067               |KS2
41.439              |41.439              |8.614               |KS2
30.842              |30.842              |15.989              |KS2
27.617              |27.617              |23.790              |KS2
26.603              |26.603              |25.021              |crossover
26.576              |26.576              |27.944              |lns
26.280              |26.280              |32.970              |random
23.280              |23.280              |43.054              |lns
23.145              |23.145              |62.650              |random
22.675              |22.675              |91.420              |random
22.400              |22.400              |103.231             |lns2
22.358              |22.358              |458.249             |random
22.099              |22.099              |470.724             |lns2
total time : 1000.071934223175
