/media/sunyu/OS1/suanli/collectionunzip/anonymous_15
obj                 |bestobj             |time                |
9916.880            |9916.880            |96.348              |KS1
9774.300            |9774.300            |102.296             |KS2
9773.950            |9773.950            |133.153             |KS2
9733.500            |9733.500            |137.975             |KS2
9689.400            |9689.400            |171.410             |KS2
9689.340            |9689.340            |171.779             |crossover
9689.260            |9689.260            |178.355             |lns
9689.260            |9689.260            |186.135             |random
9689.250            |9689.250            |311.515             |random
total time : 999.9712243080139
